41	ENST00000390374
42	ENST00000390375
43	ENST00000390432
44	ENST00000390433
45	ENST00000390434
46	ENST00000390435
47	ENST00000390376
48	ENST00000390377
49	ENST00000390436
50	ENST00000390378
51	ENST00000612787
52	ENST00000614171
53	ENST00000611462
54	ENST00000611787
55	ENST00000620569
56	ENST00000617347
57	ENST00000621184
58	ENST00000390437
59	ENST00000390438
60	ENST00000390442
61	ENST00000390453
62	ENST00000390454
63	ENST00000390443
64	ENST00000455382
65	ENST00000390387
66	ENST00000390357
67	ENST00000390381
68	ENST00000390439
69	ENST00000390399
70	ENST00000390400
71	ENST00000610416
72	ENST00000379435
73	ENST00000390353
74	ENST00000390455
75	ENST00000547918
76	ENST00000390392
77	ENST00000390360
78	ENST00000390440
79	ENST00000390423
80	ENST00000390398
81	ENST00000617717
82	ENST00000612107
83	ENST00000390361
84	ENST00000390362
85	ENST00000390363
86	ENST00000390364
87	ENST00000422143
88	ENST00000390444
89	ENST00000390445
90	ENST00000390446
92	ENST00000390457
93	ENST00000444775
94	ENST00000390458
95	ENST00000557168
96	ENST00000390343
97	ENST00000426402
99	ENST00000390345
100	ENST00000613175
101	ENST00000390344
102	ENST00000390348
103	ENST00000390341
104	ENST00000390346
105	ENST00000390367
106	ENST00000390463
107	ENST00000390467
108	ENST00000390461
109	ENST00000390466
110	ENST00000426318
111	ENST00000390464
113	ENST00000390469
114	ENST00000390441
115	ENST00000390447
116	ENST00000390448
117	ENST00000390465
118	ENST00000535880
119	ENST00000390460
120	ENST00000390468
121	ENST00000390368
122	ENST00000390369
123	ENST00000454561
124	ENST00000390371
125	ENST00000390372
126	ENST00000617639
127	ENST00000390373
128	ENST00000390449
129	ENST00000390450
130	ENST00000390451
131	ENST00000390452
133	ENST00000417977
134	ENST00000616518
135	ENST00000620773
136	ENST00000619103
137	ENST00000611520
138	ENST00000390393
139	ENST00000390394
140	ENST00000542354
141	ENST00000390396
142	ENST00000390397
143	ENST00000390424
144	ENST00000390425
145	ENST00000390426
146	ENST00000390427
147	ENST00000390428
148	ENST00000390429
149	ENST00000390430
151	ENST00000607853
152	ENST00000619390
159	ENST00000618719
160	ENST00000629682
161	ENST00000620741
165	ENST00000617651
166	ENST00000616376
183	ENST00000435101
184	ENST00000358097
185	ENST00000433992
189	ENST00000614967
190	ENST00000612115
206	ENST00000627256
207	ENST00000628539
210	ENST00000621433
212	ENST00000623922
224	ENST00000624187
225	ENST00000624064
226	ENST00000534447
230	ENST00000530363
231	ENST00000299598
235	ENST00000527937
239	ENST00000508166
240	ENST00000503442
241	ENST00000511446
243	ENST00000508264
244	ENST00000613293
245	ENST00000610628
246	ENST00000627926
247	ENST00000630506
250	ENST00000619759
251	ENST00000417143
252	ENST00000453496
276	ENST00000457194
277	ENST00000429712
278	ENST00000493176
279	ENST00000420396
289	ENST00000564451
290	ENST00000567207
291	ENST00000563927
