41	ENSG00000211727
42	ENSG00000211728
43	ENSG00000211784
44	ENSG00000211785
45	ENSG00000211786
46	ENSG00000211787
47	ENSG00000253534
48	ENSG00000253291
49	ENSG00000211788
50	ENSG00000211731
51	ENSG00000278030
52	ENSG00000276405
53	ENSG00000275791
54	ENSG00000276597
55	ENSG00000274752
56	ENSG00000276953
57	ENSG00000275158
58	ENSG00000211789
59	ENSG00000211790
60	ENSG00000211794
61	ENSG00000211805
62	ENSG00000211806
63	ENSG00000211795
64	ENSG00000226660
65	ENSG00000237702
66	ENSG00000211710
67	ENSG00000211734
68	ENSG00000211791
69	ENSG00000211752
70	ENSG00000211753
71	ENSG00000211753
72	ENSG00000205274
73	ENSG00000211706
74	ENSG00000211807
75	ENSG00000211707
76	ENSG00000211745
77	ENSG00000211713
78	ENSG00000211792
79	ENSG00000256553
80	ENSG00000211751
81	ENSG00000211751
82	ENSG00000211751
83	ENSG00000211714
84	ENSG00000211715
85	ENSG00000211716
86	ENSG00000211717
87	ENSG00000232869
88	ENSG00000211796
89	ENSG00000211797
90	ENSG00000211798
92	ENSG00000211809
93	ENSG00000211695
94	ENSG00000211810
95	ENSG00000259092
96	ENSG00000211696
97	ENSG00000233306
99	ENSG00000211698
100	ENSG00000211697
101	ENSG00000211697
102	ENSG00000211701
103	ENSG00000211694
104	ENSG00000211699
105	ENSG00000211720
106	ENSG00000211815
107	ENSG00000211819
108	ENSG00000211813
109	ENSG00000211818
110	ENSG00000229769
111	ENSG00000211816
113	ENSG00000211821
114	ENSG00000211793
115	ENSG00000211799
116	ENSG00000211800
117	ENSG00000211817
118	ENSG00000256590
119	ENSG00000211812
120	ENSG00000211820
121	ENSG00000211721
122	ENSG00000253409
123	ENSG00000230099
124	ENSG00000211724
125	ENSG00000211725
126	ENSG00000275743
127	ENSG00000253188
128	ENSG00000211801
129	ENSG00000211802
130	ENSG00000211803
131	ENSG00000211804
133	ENSG00000237254
134	ENSG00000276819
135	ENSG00000275243
136	ENSG00000277880
137	ENSG00000276557
138	ENSG00000211746
139	ENSG00000211747
140	ENSG00000255569
141	ENSG00000211749
142	ENSG00000211750
143	ENSG00000211776
144	ENSG00000211777
145	ENSG00000211778
146	ENSG00000211779
147	ENSG00000211780
148	ENSG00000211781
149	ENSG00000211782
151	ENSG00000272532
152	ENSG00000272532
159	ENSG00000278088
160	ENSG00000278088
161	ENSG00000278088
165	ENSG00000278088
166	ENSG00000278088
183	ENSG00000205702
184	ENSG00000205702
185	ENSG00000205702
189	ENSG00000205702
190	ENSG00000205702
206	ENSG00000277518
207	ENSG00000277518
210	ENSG00000277518
212	ENSG00000279263
224	ENSG00000279012
225	ENSG00000279012
226	ENSG00000166473
230	ENSG00000166473
231	ENSG00000166473
235	ENSG00000166473
239	ENSG00000249948
240	ENSG00000249948
241	ENSG00000249948
243	ENSG00000249948
244	ENSG00000249948
245	ENSG00000249948
246	ENSG00000277281
247	ENSG00000277281
250	ENSG00000277281
251	ENSG00000243587
252	ENSG00000243587
276	ENSG00000211454
277	ENSG00000211454
278	ENSG00000211454
279	ENSG00000211454
289	ENSG00000261812
290	ENSG00000261812
291	ENSG00000261812
292	ENSG00000261812
295	ENSG00000204403
306	ENSG00000204403
325	ENSG00000244682
348	ENSG00000263181
349	ENSG00000263181
352	ENSG00000263181
353	ENSG00000263181
354	ENSG00000263181
357	ENSG00000211772
358	ENSG00000211772
359	ENSG00000211772
360	ENSG00000211772
361	ENSG00000211772
362	ENSG00000227191
363	ENSG00000227191
364	ENSG00000227191
365	ENSG00000211689
366	ENSG00000211689
367	ENSG00000211689
368	ENSG00000211689
369	ENSG00000277734
370	ENSG00000277734
371	ENSG00000277734
372	ENSG00000277734
373	ENSG00000277734
374	ENSG00000211829
375	ENSG00000211829
377	ENSG00000211674
382	ENSG00000211593
394	ENSG00000211675
395	ENSG00000211685
396	ENSG00000211899
397	ENSG00000211899
398	ENSG00000211899
399	ENSG00000211895
400	ENSG00000211592
401	ENSG00000211592
402	ENSG00000211592
403	ENSG00000211592
404	ENSG00000211592
405	ENSG00000211677
407	ENSG00000211892
408	ENSG00000211893
409	ENSG00000211679
410	ENSG00000211898
411	ENSG00000211898
412	ENSG00000211897
413	ENSG00000211897
414	ENSG00000211897
415	ENSG00000211896
416	ENSG00000211896
417	ENSG00000211896
418	ENSG00000211896
419	ENSG00000211896
420	ENSG00000211896
421	ENSG00000211896
422	ENSG00000211896
423	ENSG00000211896
424	ENSG00000211890
426	ENSG00000211668
433	ENSG00000211666
438	ENSG00000211670
440	ENSG00000278196
441	ENSG00000242076
442	ENSG00000242076
444	ENSG00000239862
445	ENSG00000242371
455	ENSG00000211958
456	ENSG00000211944
457	ENSG00000232216
459	ENSG00000211945
460	ENSG00000211933
461	ENSG00000251546
462	ENSG00000211956
463	ENSG00000211964
464	ENSG00000211942
466	ENSG00000211934
467	ENSG00000211935
468	ENSG00000211949
470	ENSG00000243238
473	ENSG00000211947
474	ENSG00000211961
475	ENSG00000211957
478	ENSG00000244575
479	ENSG00000243290
480	ENSG00000274854
483	ENSG00000211644
487	ENSG00000241351
488	ENSG00000240382
489	ENSG00000211598
490	ENSG00000244116
491	ENSG00000239951
493	ENSG00000233999
494	ENSG00000281179
495	ENSG00000281078
496	ENSG00000250036
500	ENSG00000281550
501	ENSG00000273737
502	ENSG00000273737
504	ENSG00000274575
506	ENSG00000223648
508	ENSG00000211972
509	ENSG00000211967
511	ENSG00000211965
512	ENSG00000224373
513	ENSG00000211970
514	ENSG00000211968
516	ENSG00000231292
518	ENSG00000270472
519	ENSG00000270472
520	ENSG00000211651
522	ENSG00000275777
523	ENSG00000275777
524	ENSG00000211653
526	ENSG00000211655
527	ENSG00000270505
528	ENSG00000278263
529	ENSG00000280655
530	ENSG00000239975
531	ENSG00000239975
533	ENSG00000239571
534	ENSG00000243264
535	ENSG00000243264
536	ENSG00000259261
537	ENSG00000242534
538	ENSG00000242534
539	ENSG00000211623
540	ENSG00000277282
546	ENSG00000211625
547	ENSG00000278857
551	ENSG00000241244
553	ENSG00000242766
554	ENSG00000211943
555	ENSG00000271178
556	ENSG00000270550
557	ENSG00000211941
558	ENSG00000211962
559	ENSG00000211938
560	ENSG00000211946
561	ENSG00000276775
562	ENSG00000211955
564	ENSG00000211950
570	ENSG00000240671
572	ENSG00000242580
573	ENSG00000239819
574	ENSG00000228325
577	ENSG00000211640
581	ENSG00000211660
583	ENSG00000211662
585	ENSG00000211973
586	ENSG00000211974
587	ENSG00000280411
588	ENSG00000274576
589	ENSG00000225698
590	ENSG00000225698
592	ENSG00000211979
593	ENSG00000224650
594	ENSG00000211764
595	ENSG00000211769
596	ENSG00000211770
597	ENSG00000211766
598	ENSG00000211768
599	ENSG00000211767
600	ENSG00000211765
601	ENSG00000211771
602	ENSG00000211688
603	ENSG00000211692
604	ENSG00000211690
605	ENSG00000211687
606	ENSG00000211691
607	ENSG00000211886
608	ENSG00000211872
609	ENSG00000211832
610	ENSG00000211879
611	ENSG00000211847
612	ENSG00000211873
613	ENSG00000211880
614	ENSG00000211848
615	ENSG00000211851
617	ENSG00000211849
618	ENSG00000211869
619	ENSG00000211855
620	ENSG00000211838
621	ENSG00000211857
622	ENSG00000211856
623	ENSG00000211868
624	ENSG00000211871
625	ENSG00000211863
626	ENSG00000211843
627	ENSG00000211842
629	ENSG00000211866
632	ENSG00000211862
633	ENSG00000211854
634	ENSG00000211846
635	ENSG00000211864
636	ENSG00000211865
637	ENSG00000211883
639	ENSG00000211850
640	ENSG00000211845
641	ENSG00000211858
643	ENSG00000211884
644	ENSG00000211831
645	ENSG00000278661
646	ENSG00000211882
647	ENSG00000211887
648	ENSG00000211836
649	ENSG00000211839
650	ENSG00000211834
651	ENSG00000211885
652	ENSG00000211841
653	ENSG00000211840
654	ENSG00000211861
655	ENSG00000211877
656	ENSG00000211835
